type,title,release_year,rating,duration,listed_in,description,show_id,director,cast,country,date_added
Movie,Artemis Fowl,2020,PG,96 min,"Action-Adventure, Crime, Fantasy",A descendant of a long line of criminal masterminds seeks to find his father who has disappeared.,s503,Kenneth Branagh,,United States,"Friday, June 12, 2020"
Movie,Walt & El Grupo,2009,PG,108 min,"Documentary, Historical",The U.S. Government sends Walt Disney to South America on a goodwill tour.,s507,Theodore Thomas,,United States,"Friday, June 12, 2020"
Movie,The Moon-Spinners,1964,PG,119 min,"Crime, Drama, Mystery",A teen finds romance and searches for stolen gems during her vacation.,s521,James Neilson,"Hayley Mills, Joan Greenwood, Michael Davis, Irene Papas, Paul Stassino, Eli Wallach",United States,"Friday, May 29, 2020"
Movie,Out,2020,PG,12 min,"Animation, Family, Fantasy","On an average day, Greg's life seems ordinary. But today is different - there’s magic in the air.",s526,Steven Hunter,"Bernadette Sullivan, Kyle McDaniel, Caleb Cabrera, Matthew Martin",United States,"Friday, May 22, 2020"
Movie,The Boys: The Sherman Brothers' Story,2009,PG,102 min,"Biographical, Documentary, Music","A journey through the lives of the prolific, award-winning songwriting duo.",s528,"Jeffrey Sherman, Gregory Sherman",,United States,"Friday, May 22, 2020"
Movie,George of the Jungle,1997,PG,93 min,"Action-Adventure, Comedy, Family","A baby raised by gorillas grows up to be a lovable, vine-swinging klutz.",s538,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Church, Richard Roundtree, Greg Cruttwell, Abraham Benrubi",United States,"Friday, May 1, 2020"
Movie,National Treasure,2004,PG,132 min,"Action-Adventure, Mystery, Thriller",A treasure hunter must steal America's most sacred and guarded document.,s552,Jon Turteltaub,"Nicolas Cage, Jon Voight, Harvey Keitel, Diane Kruger, Sean Bean, Justin Bartha",United States,"Thursday, April 30, 2020"
Movie,Onward,2020,PG,103 min,"Action-Adventure, Animation, Comedy",Two elf brothers embark on an extraordinary quest in Disney and Pixar’s ONWARD!,s584,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer, Mel Rodriguez, Kyle Bornheimer",United States,"Friday, April 3, 2020"
Movie,Frankenweenie,2012,PG,88 min,"Animation, Comedy, Drama",Disney presents a comic twist on a classic tale from Tim Burton.,s594,Tim Burton,"Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan, Atticus Shaffer, Winona Ryder",United States,"Wednesday, April 1, 2020"
Movie,Mars Needs Moms,2011,PG,91 min,"Action-Adventure, Animation, Family",Nine-year-old Milo sets out to save his mom when she is abducted by Martians.,s595,Simon Wells,"Seth Green, Dan Fogler, Elizabeth Harnois, Mindy Sterling, Kevin Cahoon, Joan Cusack",United States,"Wednesday, April 1, 2020"
Movie,Prom,2011,PG,105 min,"Comedy, Coming of Age, Drama","At Prom, every couple has a story, and no two are exactly alike.",s596,Joe Nussbaum,"Aimee Teegarden, Thomas McDonell, De'Vaughn Nixon, Danielle Campbell, Yin Chang, Jared Kusnitz",United States,"Wednesday, April 1, 2020"
Movie,The Last Song,2010,PG,109 min,"Coming of Age, Drama, Music",A rebellious daughter and her estranged father try to restore the loving relationship they once had.,s597,Julie Robinson,"Miley Cyrus, Liam Hemsworth, Bobby Coleman, Nick Searcy, Kelly Preston, Greg Kinnear",United States,"Wednesday, April 1, 2020"
Movie,The Odd Life of Timothy Green,2012,PG,106 min,"Drama, Family, Fantasy",An unexpected surprise arrives on the doorstep of a couple who can't have children of their own.,s598,Peter Hedges,"Jennifer Garner, Joel Edgerton, Dianne Wiest, CJ Adams, Rosemarie DeWitt, Ron Livingston",United States,"Wednesday, April 1, 2020"
Movie,A Wrinkle in Time,2018,PG,112 min,"Action-Adventure, Coming of Age, Family",Meg travels through time and space to find her father.,s600,Ava DuVernay,"Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Storm Reid, Levi Miller, Deric McCabe",United States,"Wednesday, March 25, 2020"
Movie,G-Force,2009,PG,92 min,"Action-Adventure, Comedy, Family",Four highly trained FBI guinea pigs set out to save the world.,s604,Hoyt Yeatman IV,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Jones, Jack Conley",United States,"Sunday, March 15, 2020"
Movie,Frozen 2,2019,PG,107 min,"Action-Adventure, Animation, Family",Elsa journeys into the unknown to uncover truths about the past.,s605,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Sterling Brown, Evan Wood",United States,"Saturday, March 14, 2020"
Movie,Stargirl,2020,PG,107 min,"Coming of Age, Drama, Musical",A coming-of-age story about a high schooler who finds himself drawn to the free-spirited new girl.,s606,Julia Hart,"Grace VanderWaal, Graham Verchere, Giancarlo Esposito, Karan Brar, Darby Stanchfield, Maximiliano Hernandez",United States,"Friday, March 13, 2020"
Movie,Bedtime Stories,2008,PG,101 min,"Comedy, Family, Fantasy",A hotel handyman's bedtime stories go from fantasy to reality.,s609,Adam Shankman,"Adam Sandler, Keri Russell, Guy Pearce, Russell Brand, Richard Griffiths, Jonathan Pryce",United States,"Thursday, March 5, 2020"
Movie,Marvel's Iron Man & Hulk: Heroes United,2013,PG,74 min,"Action-Adventure, Animation, Science Fiction",Avengers Iron Man and Hulk team up to fight an energy-devouring monster.,s620,Leo Riley,"Adrian Pasdar, Fred Tatasciore, David Kaye, Dee Baker, Robin Downes",United States,"Sunday, February 16, 2020"
Movie,Because of Winn-Dixie,2005,PG,107 min,"Comedy, Drama, Family","A heartwarming tale of a girl whose life is changed by a scruffy, fun-loving pooch named Winn-Dixie.",s621,Wayne Wang,"Jeff Daniels, Cicely Tyson, Dave Matthews, Eva Saint, AnnaSophia Robb",United States,"Friday, February 14, 2020"
Movie,Timmy Failure: Mistakes Were Made,2020,PG,103 min,"Buddy, Comedy, Drama",“Timmy Failure” follows the hilarious exploits of a boy who operates a Portland detective agency.,s626,Tom McCarthy,"Winslow Fegley, Ophelia Lovibond, Craig Robinson, Wallace Shawn, Kyle Bornheimer, Chloe Coleman",United States,"Friday, February 7, 2020"
Movie,Big Business,1988,PG,98 min,Comedy,"Two sets of identical twins, mismatched at birth, cross paths years later.",s630,Jim Abrahams,"Bette Midler, Lily Tomlin, Fred Ward, Edward Herrmann, Michele Placido, Daniel Gerroll",United States,"Saturday, February 1, 2020"
Movie,Loop,2020,PG,12 min,"Animation, Family","Adrift on a lake, two kids with different ways of communicating attempt to connect.",s643,Erica Milsom,"Madison Bandy, Christiano Delgado, Louis Gonzales, Asher Brodkey, Erica Milsom",United States,"Friday, January 10, 2020"
Movie,Aladdin (2019),2019,PG,135 min,"Action-Adventure, Family, Fantasy",From Disney comes the thrilling live-action adaptation of Aladdin.,s645,Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad",United States,"Wednesday, January 8, 2020"
Movie,Cool Runnings,1993,PG,99 min,"Biographical, Comedy, Family",Based on the true story of Jamaican bobsledders at the Winter Olympics.,s657,Jon Turteltaub,"Leon , Doug Doug, Rawle Lewis, Malik Yoba, Raymond Barry, Larry Gilman",United States,"Wednesday, January 1, 2020"
Movie,Holes,2003,PG,119 min,"Coming of Age, Drama, Family",The Yelnats family curse lands young Stanley at Camp Green Lake.,s666,Andrew Davis,"Sigourney Weaver, Jon Voight, Patricia Arquette, Tim Nelson, Dulé Hill, Shia LaBeouf",United States,"Wednesday, January 1, 2020"
Movie,Togo,2019,PG,117 min,"Action-Adventure, Animals & Nature, Family",An exhilarating and uplifting adventure set in the winter of 1925 of one man and his lead sled dog.,s681,Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Michael Greyeyes, Michael McElhatton",United States,"Friday, December 20, 2019"
Movie,Glory Road,2006,PG,119 min,"Biographical, Drama, Sports",The story of the first all African-American college basketball team.,s691,James Gartner,"Josh Lucas, Derek Luke, Jon Voight, Austin Nichols, Evan Jones, Schin Kerr",United States,"Sunday, December 1, 2019"
Movie,Coco,2017,PG,105 min,"Animation, Family, Fantasy",Miguel journeys to the magical land of his ancestors.,s700,Lee Unkrich,"Anthony Gonzalez, Gael Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil",United States,"Friday, November 29, 2019"
Movie,Those Calloways,1965,PG,132 min,"Animals & Nature, Drama, Family",A strong-willed family struggles to establish a wild geese sanctuary. See details for advisory.,s1439,Norman Tokar,"Brian Keith, Vera Miles, Brandon de Wilde, Walter Brennan, Ed Wynn, Linda Evans",United States,"Tuesday, October 1, 2019"
Movie,Aquamarine,2006,PG,104 min,"Comedy, Coming of Age, Fantasy",Two 13-year-old best friends embark on an adventure when they discover a mermaid in a swimming pool.,s1444,Elizabeth Allen Rosenbaum,"Jake McDorman, Arielle Kebbel, Claudia Karvan, Bruce Spence, Tammin Sursok, Roy Billing",United States,"Friday, August 13, 2021"
TV Show,Port Protection Alaska,2015,TV-14,2 Seasons,"Docuseries, Reality, Survival",Residents of Port Protection must combat volatile conditions to survive and thrive in Alaska.,s8,,"Gary Muehlberger, Mary Miller, Curly Leach, Sam Carlson, Stuart Andrews, David Squibb",United States,"Wednesday, November 24, 2021"
TV Show,Secrets of the Zoo: Tampa,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",A day in the life at ZooTampa is anything but ordinary. It's extraordinary!,s9,,"Dr. Ray Ball, Dr. Lauren Smith, Chris Massaro, Tiffany Burns, Mike Burns, Melinda Mendolusky",United States,"Wednesday, November 24, 2021"
TV Show,"Dr. Oakley, Yukon Vet",2013,TV-PG,10 Seasons,"Action-Adventure, Animals & Nature, Docuseries","Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon.",s14,,"Dr. Michelle Oakley, Zachary Fine",United States,"Wednesday, November 17, 2021"
TV Show,Photo Ark,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",National Geographic photographer Joel Sartore photographs some of the rarest animals in the world.,s53,,Joel Sartore,United States,"Wednesday, November 3, 2021"
TV Show,IMPACT with Gal Gadot,2021,TV-14,1 Season,Docuseries,National Geographic Presents IMPACT with Gal Gadot honors impactful women.,s79,,Gal Gadot,United States,"Wednesday, October 6, 2021"
TV Show,The Ghost and Molly McGee,2021,TV-Y7,1 Season,"Animation, Buddy, Coming of Age",A grumpy ghost and cheerful tween are eternally bound.,s80,,"Ashly Burch, Dana Snyder",United States,"Wednesday, October 6, 2021"
TV Show,Disney's Magic Bake-Off,2021,TV-G,1 Season,"Family, Game Show / Competition",Kid bakers compete to be named Disney Baking Champion.,s87,,"Issac Ryan Brown, Dara Reneé, Graciela Gomez",United States,"Wednesday, September 29, 2021"
TV Show,The Simpsons,1989,TV-PG,32 Seasons,"Animation, Comedy","The world’s favorite nuclear family, in the award-winning, history-making series.",s93,,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Pamela Hayden",United States,"Wednesday, September 29, 2021"
TV Show,Dog: Impossible,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Matt Beisner uses unique approaches to modifying canine behavior and focuses on each animal’s needs.,s97,,Matt Beisner,United States,"Wednesday, September 22, 2021"
TV Show,Spidey And His Amazing Friends,2021,TV-Y,1 Season,"Action-Adventure, Animation, Kids",Spidey teams up with pals to become The Spidey Team!,s98,,"Benjamin Valic, Lily Sanfelippo, Jakari Fraser, Dee Bradley Baker, Melanie Minichino",United States,"Wednesday, September 22, 2021"
TV Show,Life Below Zero,2012,TV-14,16 Seasons,"Action-Adventure, Animals & Nature, Docuseries","Experience life deep in Alaska where the primal way lives on – brave the wild, fight the freeze.",s107,,"Chip Hailstone, Agnes Hailstone, Sue Aikens, Andy Bassich",United States,"Wednesday, September 15, 2021"
TV Show,"Doogie Kamealoha, M.D.",2021,TV-PG,1 Season,"Comedy, Coming of Age, Family",A 16-year-old prodigy juggles her budding medical career with the daily challenges of teenage life.,s113,,"Peyton Elizabeth Lee, Emma Meisel, Matthew Sato, Wes Tian, Jeffrey Bowyer-Chapman, Mapuana Makia",United States,"Wednesday, September 8, 2021"
TV Show,"Mira, Royal Detective",2020,TV-Y,2 Seasons,"Animation, Fantasy, Kids",Mira is the new royal detective in the land of Jalpur!,s114,,"Leela Ladnier, Utkarsh Ambudkar, Roshni Edwards, Kal Penn, Kamran Lucas",United States,"Wednesday, September 8, 2021"
TV Show,Pepper Ann,1997,TV-Y,3 Seasons,"Animation, Comedy, Coming of Age",Pepper Ann Pearson is a teenage girl on an eternal quest for coolness.,s115,,"Kathleen Wilhoite, Clea Lewis, Danny Cooksey, Pamela Segall, April Winchell, Don Adams",United States,"Wednesday, September 8, 2021"
TV Show,The Incredible Dr. Pol,2011,TV-14,19 Seasons,"Animals & Nature, Docuseries, Family",Dr. Pol and his team handle challenging veterinary cases and animal emergencies in central Michigan.,s116,,"Rick Robles, Dr. Pol",United States,"Wednesday, September 8, 2021"
TV Show,Alaska Animal Rescue,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Conservation heroes rescue and rehabilitate the wild animals of America’s last frontier.,s119,,Victoria Vosburg,United States,"Wednesday, September 1, 2021"
TV Show,Dug Days,2021,TV-PG,1 Season,"Animation, Comedy, Family","“Dug Days” is a collection of shorts that follows the adventures of Dug, the dog from Pixar’s “Up.”",s120,,"Bob Peterson, Ed Asner, Jordan Nagai",United States,"Wednesday, September 1, 2021"
TV Show,Life Below Zero: Next Generation,2020,TV-14,2 Seasons,"Action-Adventure, Animals & Nature, Docuseries",The next generation of Alaskans struggle to survive without modern-day comforts.,s128,,Mocean Melvin,United States,"Wednesday, August 25, 2021"
TV Show,Chicken Squad,2021,TV-Y,1 Season,"Animation, Kids, Police/Cop",BAGAWK! Say hello to the Chicken Squad.,s134,,"Ramone Hamilton, Gabriella Graves, Maxwell Simkins, Yvette Nicole Brown",United States,"Wednesday, August 11, 2021"
TV Show,Gabby Duran And The Unsittables,2018,TV-G,2 Seasons,"Comedy, Family, Science Fiction","Meet Gabby Duran, your average alien-babysitting girl.",s136,,"Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy",United States,"Wednesday, August 11, 2021"
TV Show,Critter Fixers: Country Vets,2020,TV-14,2 Seasons,"Animals & Nature, Docuseries, Family",Dr. Hodges and Dr. Ferguson own and operate a bustling veterinary clinic.,s147,,Sullivan Jones,United States,"Wednesday, July 28, 2021"
TV Show,Disney Junior T.O.T.S.,2018,TV-Y,2 Seasons,"Animation, Buddy, Kids",Pip and Freddy are new Junior Fliers at T.O.T.S.!,s148,,"Vanessa Williams, Megan Hilty, Jet Jurgensmeyer, Christian Simon",United States,"Wednesday, July 28, 2021"
TV Show,Mickey Mouse Funhouse,2021,TV-Y,1 Season,"Animation, Kids",Mickey Mouse Funhouse is filled with silly adventure!,s149,,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille, Harvey Guillén",United States,"Wednesday, July 28, 2021"
TV Show,So Random!,2011,TV-G,1 Season,"Comedy, Coming of Age",A musical sketch comedy show.,s172,,"Tiffany Thornton, Sterling Knight, Brandon Mychal Smith, Doug Brochu, Allisyn Ashley Arm",United States,"Wednesday, July 14, 2021"
TV Show,When Sharks Attack,2013,TV-14,7 Seasons,Reality,National Geographic investigates shark attacks.,s180,,Eric Meyers,United States,"Friday, July 9, 2021"
TV Show,Breaking Bobby Bones,2021,TV-14,1 Season,"Action-Adventure, Docuseries, Reality",Bobby Bones travels to meet local heroes who challenge him to conquer their trades.,s181,,Bobby Bones,United States,"Wednesday, July 7, 2021"
TV Show,Mickey Mouse Mixed-Up Adventures,2019,TV-Y,1 Season,"Animation, Kids, Sports",Hot Dog! Get mixed-up with Mickey and all of his pals!,s182,,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeile",United States,"Wednesday, July 7, 2021"
TV Show,Monsters at Work,2021,TV-G,1 Season,"Animation, Comedy, Family","""Monsters at Work"" tells the story of Tylor Tuskmon and his dream to become a Jokester.",s183,,"Billy Crystal, John Goodman, Ben Feldman, Mindy Kaling, Henry Winkler, Lucas Neff",United States,"Wednesday, July 7, 2021"
TV Show,Disney Raven's Home,2016,TV-G,4 Seasons,"Comedy, Family, Fantasy",Raven and Chelsea raise their three children together.,s185,,"Raven-Symoné , Issac Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol",United States,"Friday, July 2, 2021"
TV Show,Running Wild with Bear Grylls,2019,TV-PG,2 Seasons,"Action-Adventure, Reality, Survival",Survivalist Bear Grylls takes celebrities on wild adventures they won’t forget.,s189,,Bear Grylls,United States,"Friday, June 25, 2021"
TV Show,The Mysterious Benedict Society,2021,TV-PG,1 Season,"Action-Adventure, Family",Four gifted orphans are recruited by the eccentric Mr. Benedict to save the world.,s190,,"Tony Hale, Kristen Schaal, Mystic Inscho, Seth Carr, Marta Kessler, Emmy DeOliveira",United States,"Friday, June 25, 2021"
TV Show,Disney Just Roll With It,2018,TV-Y7,2 Seasons,"Comedy, Family",This family's fate rests in the hands of the audience!,s193,,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham",United States,"Friday, June 18, 2021"
TV Show,"Heartland Docs, DVM",2019,TV-14,3 Seasons,"Animals & Nature, Docuseries, Family",Heartland vets Ben and Erin Schroeder live and work among farmers in the Midwest.,s194,,"Dr. Erin Schroeder, Dr. Ben Schroeder",United States,"Friday, June 18, 2021"
TV Show,Zenimation,2020,TV-G,2 Seasons,"Animation, Anthology, Family","Unplug, relax and refresh your senses with the soundscapes of Disney Animation’s Zenimation.",s201,,,United States,"Friday, June 11, 2021"
